# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.stubs.lookupDurationAvgMs,1714402445181000000,1714402505202000000,0.0
Indexes.allKeys.lookupDuration90PMs,1714402445181000000,1714402505202000000,0.0
IndexesFlusher.totalFlushesRetried,1714402445181000000,1714402505202000000,0
Indexes.entries.lookups,1714402445181000000,1714402505202000000,0.0
Indexes.stubs.lookups,1714402445181000000,1714402505202000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1714402445181000000,1714402505202000000,0
Indexes.entries.lookupDuration90PMs,1714402445181000000,1714402505202000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1714402445181000000,1714402505202000000,0.0
Indexes.stubs.lookupDurationMaxMs,1714402445181000000,1714402505202000000,0.0
Indexes.entries.lookupDurationMaxMs,1714402445181000000,1714402505202000000,0.0
Indexes.entries.lookupDurationAvgMs,1714402445181000000,1714402505202000000,0.0
IndexesFlusher.totalFlushingTimeUs,1714402445181000000,1714402505202000000,33488
Indexes.allKeys.lookupDurationMaxMs,1714402445181000000,1714402505202000000,0.0
Indexes.stubs.lookupDuration90PMs,1714402445181000000,1714402505202000000,0.0
Indexes.allKeys.lookups,1714402445181000000,1714402505202000000,0.0
IndexesFlusher.totalFlushes,1714402445181000000,1714402505202000000,59
writeAction.count,1714402445181000000,1714402505202000000,29
lexer.JAVA.time.ns,1714402445181000000,1714402505202000000,4773609
writeAction.median.wait.ms,1714402445181000000,1714402505202000000,0
parser.JAVA.size.bytes,1714402445181000000,1714402505202000000,69836
parser.XML.size.bytes,1714402445181000000,1714402505202000000,1037
writeAction.max.wait.ms,1714402445181000000,1714402505202000000,35
parser.TOML.time.ns,1714402445181000000,1714402505202000000,67903359
parser.TOML.size.bytes,1714402445181000000,1714402505202000000,1696
lexer.TOML.size.bytes,1714402445181000000,1714402505202000000,1696
lexer.XML.time.ns,1714402445181000000,1714402505202000000,746547
lexer.JAVA.size.bytes,1714402445181000000,1714402505202000000,69836
parser.XML.time.ns,1714402445181000000,1714402505202000000,20103599
writeAction.wait.ms,1714402445181000000,1714402505202000000,72
lexer.TOML.time.ns,1714402445181000000,1714402505202000000,25941568
parser.JAVA.time.ns,1714402445181000000,1714402505202000000,56331499
lexer.XML.size.bytes,1714402445181000000,1714402505202000000,1037
compiler.ArtifactManagerBridge.findArtifact.ms,1714402445181000000,1714402505202000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1714402445181000000,1714402505202000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1714402445181000000,1714402505202000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1714402445181000000,1714402505202000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1714402445181000000,1714402505202000000,0
compiler.ArtifactManagerBridge.commit.ms,1714402445181000000,1714402505202000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1714402445181000000,1714402505202000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1714402445181000000,1714402505202000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1714402445181000000,1714402505202000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1714402445181000000,1714402505202000000,0
DirectByteBufferAllocator.reclaimed,1714402445181000000,1714402505202000000,3
FilePageCache.pageLoads,1714402445181000000,1714402505202000000,238
FilePageCacheLockFree.totalPagesWritten,1714402445181000000,1714402505202000000,0
StreamlinedBlobStorage.recordsDeleted,1714402445181000000,1714402505202000000,243
FilePageCache.capacityInBytes,1714402445181000000,1714402505202000000,503316478
FilePageCacheLockFree.totalPagesHandedOver,1714402445181000000,1714402505202000000,0
DirectByteBufferAllocator.misses,1714402445181000000,1714402505202000000,235
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1714402445181000000,1714402505202000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1714402445181000000,1714402505202000000,15822503
FilePageCache.totalPageDisposalsUs,1714402445181000000,1714402505202000000,1568
DirectByteBufferAllocator.hits,1714402445181000000,1714402505202000000,3
FilePageCacheLockFree.totalNativeBytesAllocated,1714402445181000000,1714402505202000000,0
StorageLockContext.competingThreads.avg,1714402445181000000,1714402505202000000,0.0
FilePageCacheLockFree.totalPagesRequested,1714402445181000000,1714402505202000000,0
FilePageCache.pageHits,1714402445181000000,1714402505202000000,2
FileChannelInterruptsRetryer.totalRetriedAttempts,1714402445181000000,1714402505202000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1714402445181000000,1714402505202000000,0
