# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.remove.entity.ms,1714411957375000000,1714412017397000000,0
jps.app.storage.content.writer.save.component.ms,1714411957375000000,1714412017397000000,6
workspaceModel.moduleManagerBridge.build.module.graph.ms,1714411957375000000,1714412017397000000,1
jps.load.project.to.empty.storage.ms,1714411957375000000,1714412017397000000,140
workspaceModel.mutableEntityStorage.resolve.ms,1714411957375000000,1714412017397000000,7
jps.facet.change.listener.before.change.events.ms,1714411957375000000,1714412017397000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1714411957375000000,1714412017397000000,899
jps.library.entities.serializer.save.entities.ms,1714411957375000000,1714412017397000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1714411957375000000,1714412017397000000,2
jps.load.initial.state.ms,1714411957375000000,1714412017397000000,15
jps.artifact.entities.serializer.save.entities.ms,1714411957375000000,1714412017397000000,0
jps.global.get.library.by.name.ms,1714411957375000000,1714412017397000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1714411957375000000,1714412017397000000,5
workspaceModel.moduleManagerBridge.load.all.modules.ms,1714411957375000000,1714412017397000000,132
workspaceModel.mutableEntityStorage.put.entity.ms,1714411957375000000,1714412017397000000,13
workspaceModel.mutableEntityStorage.add.entity.ms,1714411957375000000,1714412017397000000,53
jps.global.get.libraries.ms,1714411957375000000,1714412017397000000,1
workspaceModel.moduleBridge.update.option.ms,1714411957375000000,1714412017397000000,0
workspaceModel.mutableEntityStorage.entities.ms,1714411957375000000,1714412017397000000,1
jps.facet.change.listener.init.bridge.ms,1714411957375000000,1714412017397000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1714411957375000000,1714412017397000000,0
workspaceModel.mutableEntityStorage.instances.count,1714411957375000000,1714412017397000000,65
jps.save.changed.project.entities.ms,1714411957375000000,1714412017397000000,1
jps.global.handle.before.change.events.ms,1714411957375000000,1714412017397000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1714411957375000000,1714412017397000000,0
jps.global.handle.changed.events.ms,1714411957375000000,1714412017397000000,0
jps.project.serializers.save.ms,1714411957375000000,1714412017397000000,1
jps.artifact.entities.serializer.load.entities.ms,1714411957375000000,1714412017397000000,4
jps.global.initialize.library.bridges.ms,1714411957375000000,1714412017397000000,19
workspaceModel.load.cache.from.file.ms,1714411957375000000,1714412017397000000,348
jps.save.global.entities.ms,1714411957375000000,1714412017397000000,28
workspaceModel.mutableEntityStorage.entities.by.source.ms,1714411957375000000,1714412017397000000,3
workspaceModel.global.updates.count,1714411957375000000,1714412017397000000,1
workspaceModel.moduleBridge.before.changed.ms,1714411957375000000,1714412017397000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1714411957375000000,1714412017397000000,0
jps.apply.loaded.storage.ms,1714411957375000000,1714412017397000000,57
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1714411957375000000,1714412017397000000,0
jps.app.storage.content.reader.load.component.ms,1714411957375000000,1714412017397000000,4
workspaceModel.delayed.project.synchronizer.sync.ms,1714411957375000000,1714412017397000000,201
workspaceModel.moduleManagerBridge.load.module.ms,1714411957375000000,1714412017397000000,0
workspaceModel.global.apply.state.to.project.ms,1714411957375000000,1714412017397000000,20
workspaceModel.global.apply.state.to.project.builder.ms,1714411957375000000,1714412017397000000,7
workspaceModel.mutableEntityStorage.has.same.entities.ms,1714411957375000000,1714412017397000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1714411957375000000,1714412017397000000,1
jps.module.iml.entities.serializer.load.entities.ms,1714411957375000000,1714412017397000000,366
jps.project.serializers.load.ms,1714411957375000000,1714412017397000000,127
workspaceModel.moduleManagerBridge.create.module.instance.ms,1714411957375000000,1714412017397000000,0
