# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalPagesReadMs,1714412595241000000,1714412655246000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1714412595241000000,1714412655246000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1714412595241000000,1714412655246000000,0
StreamlinedBlobStorage.recordsRelocated,1714412595241000000,1714412655246000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1714412595241000000,1714412655246000000,0
DirectByteBufferAllocator.disposed,1714412595241000000,1714412655246000000,0
FilePageCacheLockFree.nativeBytesInUse,1714412595241000000,1714412655246000000,0
MappedFileStorage.totalPagesMapped,1714412595241000000,1714412655246000000,17
FilePageCache.capacityInBytes,1714412595241000000,1714412655246000000,503316478
StorageLockContext.competingThreads.max,1714412595241000000,1714412655246000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1714412595241000000,1714412655246000000,0
DirectByteBufferAllocator.reclaimed,1714412595241000000,1714412655246000000,3
FilePageCache.pageHits,1714412595241000000,1714412655246000000,18
StreamlinedBlobStorage.recordsAllocated,1714412595241000000,1714412655246000000,224571
FilePageCacheLockFree.housekeeperTurnsDone,1714412595241000000,1714412655246000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1714412595241000000,1714412655246000000,0
FilePageCacheLockFree.totalPagesWritten,1714412595241000000,1714412655246000000,0
StorageLockContext.competingThreads.avg,1714412595241000000,1714412655246000000,0.0
FilePageCache.uncachedFileAccess,1714412595241000000,1714412655246000000,147
FilePageCacheLockFree.totalPagesAllocated,1714412595241000000,1714412655246000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1714412595241000000,1714412655246000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1714412595241000000,1714412655246000000,4440
FilePageCacheLockFree.totalClosedStoragesReclaimed,1714412595241000000,1714412655246000000,0
FilePageCache.pageLoads,1714412595241000000,1714412655246000000,291
FilePageCache.pageFastCacheHits,1714412595241000000,1714412655246000000,12139
FilePageCache.maxCacheSizeInBytes,1714412595241000000,1714412655246000000,298868736
StreamlinedBlobStorage.recordsDeleted,1714412595241000000,1714412655246000000,243
