# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
cacheStateStorage.get.counter,1714402378130000000,1714402438152000000,50
cacheStateStorage.set.counter,1714402378130000000,1714402438152000000,4
cacheStateStorage.get.duration,1714402378130000000,1714402438152000000,372
cacheStateStorage.set.duration,1714402378130000000,1714402438152000000,8
MappedFileStorage.totalTimeSpentOnMappingUs,1714402378130000000,1714402438152000000,4777
FilePageCacheLockFree.totalHeapBytesReclaimed,1714402378130000000,1714402438152000000,0
StorageLockContext.competingThreads.avg,1714402378130000000,1714402438152000000,0.0
FilePageCacheLockFree.totalBytesRequested,1714402378130000000,1714402438152000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1714402378130000000,1714402438152000000,0
FilePageCacheLockFree.totalBytesRead,1714402378130000000,1714402438152000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1714402378130000000,1714402438152000000,0
FilePageCache.pageLoads,1714402378130000000,1714402438152000000,238
FilePageCacheLockFree.totalPagesReadMs,1714402378130000000,1714402438152000000,0
DirectByteBufferAllocator.hits,1714402378130000000,1714402438152000000,3
FilePageCache.pageHits,1714402378130000000,1714402438152000000,2
FilePageCache.maxRegisteredFiles,1714402378130000000,1714402438152000000,457
FilePageCacheLockFree.totalPagesRequested,1714402378130000000,1714402438152000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1714402378130000000,1714402438152000000,0
DirectByteBufferAllocator.reclaimed,1714402378130000000,1714402438152000000,3
FilePageCacheLockFree.totalPagesRequestsMs,1714402378130000000,1714402438152000000,0
StorageLockContext.competingThreads.90P,1714402378130000000,1714402438152000000,0
FilePageCache.uncachedFileAccess,1714402378130000000,1714402438152000000,107
FilePageCacheLockFree.totalPagesWritten,1714402378130000000,1714402438152000000,0
FilePageCache.maxCacheSizeInBytes,1714402378130000000,1714402438152000000,244334592
FilePageCacheLockFree.heapBytesInUse,1714402378130000000,1714402438152000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1714402378130000000,1714402438152000000,0
StreamlinedBlobStorage.recordsRelocated,1714402378130000000,1714402438152000000,0
FilePageCache.disposedBuffers,1714402378130000000,1714402438152000000,3
FilePageCacheLockFree.totalPagesReclaimed,1714402378130000000,1714402438152000000,0
FilePageCache.totalPageDisposalsUs,1714402378130000000,1714402438152000000,1053
MappedFileStorage.totalBytesMapped,1714402378130000000,1714402438152000000,185860096
FilePageCacheLockFree.totalHeapBytesAllocated,1714402378130000000,1714402438152000000,0
DirectByteBufferAllocator.disposed,1714402378130000000,1714402438152000000,0
FilePageCacheLockFree.totalBytesWritten,1714402378130000000,1714402438152000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1714402378130000000,1714402438152000000,15822503
FilePageCacheLockFree.housekeeperTimeSpentMs,1714402378130000000,1714402438152000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1714402378130000000,1714402438152000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1714402378130000000,1714402438152000000,244334592
FilePageCacheLockFree.totalPagesAllocated,1714402378130000000,1714402438152000000,0
FilePageCache.pageFastCacheHits,1714402378130000000,1714402438152000000,12253
FilePageCacheLockFree.nativeBytesInUse,1714402378130000000,1714402438152000000,0
MappedFileStorage.totalPagesMapped,1714402378130000000,1714402438152000000,12
FilePageCacheLockFree.housekeeperTurnsDone,1714402378130000000,1714402438152000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1714402378130000000,1714402438152000000,2885479
FilePageCacheLockFree.totalNativeBytesAllocated,1714402378130000000,1714402438152000000,0
StorageLockContext.competingThreads.max,1714402378130000000,1714402438152000000,0
StreamlinedBlobStorage.recordsDeleted,1714402378130000000,1714402438152000000,243
FilePageCacheLockFree.totalPagesHandedOver,1714402378130000000,1714402438152000000,0
FilePageCacheLockFree.totalPagesWriteMs,1714402378130000000,1714402438152000000,0
FilePageCache.totalPageLoadsUs,1714402378130000000,1714402438152000000,400018
MappedFileStorage.storages,1714402378130000000,1714402438152000000,11
FilePageCacheLockFree.totalNativeBytesReclaimed,1714402378130000000,1714402438152000000,0
FilePageCache.capacityInBytes,1714402378130000000,1714402438152000000,503316478
FilePageCacheLockFree.housekeeperTurnsSkipped,1714402378130000000,1714402438152000000,0
DirectByteBufferAllocator.misses,1714402378130000000,1714402438152000000,235
StreamlinedBlobStorage.recordsAllocated,1714402378130000000,1714402438152000000,223765
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1714402378130000000,1714402438152000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1714402378130000000,1714402438152000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1714402378130000000,1714402438152000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1714402378130000000,1714402438152000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1714402378130000000,1714402438152000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1714402378130000000,1714402438152000000,0
compiler.ArtifactManagerBridge.commit.ms,1714402378130000000,1714402438152000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1714402378130000000,1714402438152000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1714402378130000000,1714402438152000000,0
VFS.invertedFileNameIndex.requests,1714402378130000000,1714402438152000000,3
VFS.fileChildByName,1714402378130000000,1714402438152000000,40937
FileNameCache.queries,1714402378130000000,1714402438152000000,0
FileNameCache.totalMisses,1714402378130000000,1714402438152000000,0
VFS.fileByIdCache.hits,1714402378130000000,1714402438152000000,5
VFS.fileByIdCache.misses,1714402378130000000,1714402438152000000,22510
JVM.GC.collections,1714402378130000000,1714402438152000000,21
JVM.maxHeapBytes,1714402378130000000,1714402438152000000,2147483648
JVM.GC.collectionTimesMs,1714402378130000000,1714402438152000000,216
JVM.maxThreadCount,1714402378130000000,1714402438152000000,229
JVM.newThreadsCount,1714402378130000000,1714402438152000000,263
OS.loadAverage,1714402378130000000,1714402438152000000,1.7578125
